Date ,Close 
02-09-2025,944.5
01-09-2025,950.6
29-08-2025,951.6
28-08-2025,957.8
26-08-2025,973.4
25-08-2025,"1,964.10"
22-08-2025,"1,964.60"
21-08-2025,"1,991.20"
20-08-2025,"1,988.20"
19-08-2025,"1,991.10"
18-08-2025,"2,003.60"
14-08-2025,"1,991.10"
13-08-2025,"1,980.30"
12-08-2025,"1,969.90"
11-08-2025,"1,995.60"
08-08-2025,"1,973.90"
07-08-2025,"1,995.40"
06-08-2025,"1,985.30"
05-08-2025,"1,977.60"
04-08-2025,"1,992.00"
01-08-2025,"2,012.20"
31-07-2025,"2,018.20"
30-07-2025,"2,025.80"
29-07-2025,"2,021.60"
28-07-2025,"2,008.50"
25-07-2025,"2,004.60"
24-07-2025,"2,014.20"
23-07-2025,"2,024.30"
22-07-2025,"2,007.10"
21-07-2025,"2,000.50"
18-07-2025,"1,957.40"
17-07-2025,"1,986.90"
16-07-2025,"1,996.30"
15-07-2025,"1,995.50"
14-07-2025,"1,983.00"
11-07-2025,"1,983.70"
10-07-2025,"2,006.20"
09-07-2025,"2,011.20"
08-07-2025,"2,001.40"
07-07-2025,"1,987.40"
04-07-2025,"1,989.30"
03-07-2025,"1,987.10"
02-07-2025,"1,986.00"
01-07-2025,"2,012.10"
30-06-2025,"2,001.50"
27-06-2025,"2,014.90"
26-06-2025,"2,021.80"
25-06-2025,"1,980.20"
24-06-2025,"1,960.90"
23-06-2025,"1,948.40"
20-06-2025,"1,964.70"
19-06-2025,"1,935.30"
18-06-2025,"1,933.90"
17-06-2025,"1,929.60"
16-06-2025,"1,935.40"
13-06-2025,"1,917.60"
12-06-2025,"1,943.40"
11-06-2025,"1,950.40"
10-06-2025,"1,965.30"
09-06-2025,"1,978.90"
06-06-2025,"1,978.70"
05-06-2025,"1,949.60"
04-06-2025,"1,941.20"
03-06-2025,"1,924.60"
02-06-2025,"1,932.10"
30-05-2025,"1,944.90"
29-05-2025,"1,927.50"
28-05-2025,"1,923.50"
27-05-2025,"1,926.30"
26-05-2025,"1,940.20"
23-05-2025,"1,933.60"
22-05-2025,"1,919.90"
21-05-2025,"1,926.80"
20-05-2025,"1,914.90"
19-05-2025,"1,938.70"
16-05-2025,"1,934.70"
