Date ,Close 
02-09-2025,"3,127.00"
01-09-2025,"3,125.40"
29-08-2025,"3,050.30"
28-08-2025,"3,062.90"
26-08-2025,"3,100.40"
25-08-2025,"3,107.00"
22-08-2025,"3,087.20"
21-08-2025,"3,079.00"
20-08-2025,"3,084.60"
19-08-2025,"3,095.20"
18-08-2025,"3,076.90"
14-08-2025,"3,085.40"
13-08-2025,"3,061.90"
12-08-2025,"3,101.50"
11-08-2025,"3,096.80"
08-08-2025,"3,081.30"
07-08-2025,"3,050.80"
06-08-2025,"3,041.80"
05-08-2025,"2,997.60"
04-08-2025,"2,951.80"
01-08-2025,"2,858.90"
31-07-2025,"2,869.80"
30-07-2025,"2,874.10"
29-07-2025,"2,892.90"
28-07-2025,"2,878.80"
25-07-2025,"2,889.60"
24-07-2025,"2,907.90"
23-07-2025,"2,918.90"
22-07-2025,"2,934.30"
21-07-2025,"2,965.10"
18-07-2025,"2,958.10"
17-07-2025,"2,992.30"
16-07-2025,"2,988.00"
15-07-2025,"2,998.20"
14-07-2025,"2,964.40"
11-07-2025,"3,000.80"
10-07-2025,"3,065.10"
09-07-2025,"3,048.30"
08-07-2025,"3,067.60"
07-07-2025,"3,072.40"
04-07-2025,"3,080.20"
03-07-2025,"3,114.50"
02-07-2025,"3,076.60"
01-07-2025,"3,045.80"
30-06-2025,"3,054.40"
27-06-2025,"3,051.70"
26-06-2025,"3,020.00"
25-06-2025,"3,005.90"
24-06-2025,"3,002.30"
23-06-2025,"2,951.70"
20-06-2025,"2,956.10"
19-06-2025,"2,967.30"
18-06-2025,"2,968.20"
17-06-2025,"3,018.30"
16-06-2025,"2,998.80"
13-06-2025,"3,012.50"
12-06-2025,"3,046.90"
11-06-2025,"3,060.20"
10-06-2025,"3,079.30"
09-06-2025,"3,055.80"
06-06-2025,"3,049.80"
05-06-2025,"3,053.20"
04-06-2025,"3,095.30"
03-06-2025,"3,096.10"
02-06-2025,"3,080.20"
30-05-2025,"3,107.20"
29-05-2025,"3,029.60"
28-05-2025,"3,001.00"
27-05-2025,"3,027.60"
26-05-2025,"3,045.20"
23-05-2025,"3,031.70"
22-05-2025,"2,994.50"
21-05-2025,"2,986.20"
20-05-2025,"3,002.80"
19-05-2025,"3,068.10"
16-05-2025,"3,091.20"
15-05-2025,"3,111.50"
14-05-2025,"3,108.60"
13-05-2025,"3,100.60"
12-05-2025,"3,076.50"
09-05-2025,"2,980.00"
08-05-2025,"2,957.50"
07-05-2025,"2,975.30"
06-05-2025,"3,004.60"
05-05-2025,"3,034.50"
02-05-2025,"3,008.70"
30-04-2025,"3,033.90"
29-04-2025,"3,005.00"
28-04-2025,"3,042.80"
25-04-2025,"3,011.20"
24-04-2025,"3,076.40"
23-04-2025,"3,066.90"
22-04-2025,"3,028.80"
