Date ,Close 
02-09-2025,"3,620.60"
01-09-2025,"3,618.60"
29-08-2025,"3,628.80"
28-08-2025,"3,637.70"
26-08-2025,"3,594.00"
25-08-2025,"3,651.40"
22-08-2025,"3,621.00"
21-08-2025,"3,616.30"
20-08-2025,"3,595.00"
19-08-2025,"3,568.10"
18-08-2025,"3,554.80"
14-08-2025,"3,489.40"
13-08-2025,"3,466.80"
12-08-2025,"3,486.80"
11-08-2025,"3,467.90"
08-08-2025,"3,460.20"
07-08-2025,"3,415.70"
06-08-2025,"3,417.70"
05-08-2025,"3,418.20"
04-08-2025,"3,356.30"
01-08-2025,"3,316.00"
31-07-2025,"3,347.30"
30-07-2025,"3,376.50"
29-07-2025,"3,379.20"
28-07-2025,"3,393.00"
25-07-2025,"3,462.80"
24-07-2025,"3,484.40"
23-07-2025,"3,471.40"
22-07-2025,"3,472.40"
21-07-2025,"3,433.00"
18-07-2025,"3,402.90"
17-07-2025,"3,433.30"
16-07-2025,"3,417.30"
15-07-2025,"3,415.00"
14-07-2025,"3,404.70"
11-07-2025,"3,361.60"
10-07-2025,"3,419.80"
09-07-2025,"3,432.10"
08-07-2025,"3,441.30"
07-07-2025,"3,666.10"
04-07-2025,"3,686.90"
03-07-2025,"3,678.70"
02-07-2025,"3,708.00"
01-07-2025,"3,700.50"
30-06-2025,"3,690.20"
27-06-2025,"3,666.20"
26-06-2025,"3,694.70"
25-06-2025,"3,652.20"
24-06-2025,"3,526.00"
23-06-2025,"3,505.70"
20-06-2025,"3,519.00"
19-06-2025,"3,505.40"
18-06-2025,"3,467.80"
17-06-2025,"3,405.70"
16-06-2025,"3,438.10"
13-06-2025,"3,421.90"
12-06-2025,"3,452.70"
11-06-2025,"3,541.60"
10-06-2025,"3,524.20"
09-06-2025,"3,533.90"
06-06-2025,"3,559.90"
05-06-2025,"3,504.00"
04-06-2025,"3,499.80"
03-06-2025,"3,519.80"
02-06-2025,"3,525.50"
30-05-2025,"3,555.00"
29-05-2025,"3,588.30"
28-05-2025,"3,574.70"
27-05-2025,"3,589.40"
26-05-2025,"3,610.30"
23-05-2025,"3,579.70"
22-05-2025,"3,541.00"
21-05-2025,"3,580.50"
20-05-2025,"3,580.60"
19-05-2025,"3,617.70"
16-05-2025,"3,633.70"
15-05-2025,"3,636.80"
14-05-2025,"3,587.60"
13-05-2025,"3,563.20"
12-05-2025,"3,562.90"
09-05-2025,"3,510.30"
08-05-2025,"3,369.30"
07-05-2025,"3,338.90"
06-05-2025,"3,299.30"
05-05-2025,"3,321.80"
02-05-2025,"3,341.00"
30-04-2025,"3,379.70"
29-04-2025,"3,378.60"
28-04-2025,"3,369.10"
25-04-2025,"3,365.20"
24-04-2025,"3,382.60"
23-04-2025,"3,357.30"
22-04-2025,"3,337.40"
21-04-2025,"3,336.10"
17-04-2025,"3,327.50"
16-04-2025,"3,272.10"
15-04-2025,"3,273.40"
11-04-2025,"3,234.90"
09-04-2025,"3,174.15"
08-04-2025,"3,122.30"
07-04-2025,"3,022.20"
04-04-2025,"3,076.20"
03-04-2025,"3,127.55"
02-04-2025,"3,098.45"
01-04-2025,"2,986.95"
28-03-2025,"3,063.35"
27-03-2025,"3,087.65"
26-03-2025,"3,057.50"
25-03-2025,"3,053.70"
24-03-2025,"3,079.10"
21-03-2025,"3,162.70"
20-03-2025,"3,193.10"
19-03-2025,"3,076.30"
18-03-2025,"3,081.70"
17-03-2025,"3,017.35"
13-03-2025,"3,010.15"
12-03-2025,"3,018.95"
11-03-2025,"3,046.40"
10-03-2025,"3,026.80"
07-03-2025,"3,079.35"
06-03-2025,"3,121.10"
05-03-2025,"3,086.55"
04-03-2025,"3,048.50"
03-03-2025,"3,082.00"
28-02-2025,"3,077.25"
27-02-2025,"3,223.10"
25-02-2025,"3,198.80"
24-02-2025,"3,173.00"
21-02-2025,"3,179.90"
20-02-2025,"3,191.45"
19-02-2025,"3,210.30"
18-02-2025,"3,221.85"
17-02-2025,"3,233.20"
14-02-2025,"3,213.25"
13-02-2025,"3,231.50"
12-02-2025,"3,255.45"
11-02-2025,"3,281.80"
10-02-2025,"3,327.45"
07-02-2025,"3,424.80"
06-02-2025,"3,410.75"
05-02-2025,"3,490.90"
04-02-2025,"3,597.70"
03-02-2025,"3,580.30"
01-02-2025,"3,552.00"
31-01-2025,"3,490.25"
30-01-2025,"3,368.40"
29-01-2025,"3,370.75"
28-01-2025,"3,325.90"
27-01-2025,"3,319.35"
24-01-2025,"3,402.15"
23-01-2025,"3,398.55"
22-01-2025,"3,356.45"
21-01-2025,"3,353.35"
20-01-2025,"3,382.25"
17-01-2025,"3,357.40"
16-01-2025,"3,316.90"
15-01-2025,"3,323.50"
14-01-2025,"3,322.50"
13-01-2025,"3,382.75"
10-01-2025,"3,440.25"
09-01-2025,"3,487.05"
08-01-2025,"3,484.05"
07-01-2025,"3,505.10"
06-01-2025,"3,470.40"
03-01-2025,"3,451.65"
02-01-2025,"3,388.95"
01-01-2025,"3,253.85"
31-12-2024,"3,253.15"
30-12-2024,"3,257.35"
27-12-2024,"3,309.20"
26-12-2024,"3,323.05"
24-12-2024,"3,353.40"
23-12-2024,"3,396.95"
20-12-2024,"3,356.25"
19-12-2024,"3,356.85"
18-12-2024,"3,401.90"
17-12-2024,"3,406.10"
16-12-2024,"3,438.20"
13-12-2024,"3,508.85"
12-12-2024,"3,445.75"
11-12-2024,"3,473.10"
10-12-2024,"3,475.75"
09-12-2024,"3,468.20"
06-12-2024,"3,470.10"
05-12-2024,"3,441.05"
04-12-2024,"3,364.45"
03-12-2024,"3,332.75"
02-12-2024,"3,306.85"
29-11-2024,"3,249.00"
28-11-2024,"3,212.35"
27-11-2024,"3,291.65"
26-11-2024,"3,327.50"
25-11-2024,"3,309.10"
22-11-2024,"3,308.70"
21-11-2024,"3,178.45"
19-11-2024,"3,224.70"
18-11-2024,"3,172.30"
14-11-2024,"3,183.70"
13-11-2024,"3,187.85"
12-11-2024,"3,198.45"
11-11-2024,"3,206.60"
08-11-2024,"3,186.25"
07-11-2024,"3,120.85"
06-11-2024,"3,177.05"
05-11-2024,"3,230.25"
04-11-2024,"3,222.00"
01-11-2024,"3,293.70"
31-10-2024,"3,267.05"
30-10-2024,"3,308.45"
29-10-2024,"3,283.40"
28-10-2024,"3,283.05"
25-10-2024,"3,266.55"
24-10-2024,"3,330.90"
23-10-2024,"3,288.60"
22-10-2024,"3,329.80"
21-10-2024,"3,363.25"
18-10-2024,"3,381.45"
17-10-2024,"3,403.35"
16-10-2024,"3,471.00"
15-10-2024,"3,508.50"
14-10-2024,"3,497.80"
11-10-2024,"3,474.40"
10-10-2024,"3,447.25"
09-10-2024,"3,493.45"
08-10-2024,"3,493.35"
07-10-2024,"3,589.25"
04-10-2024,"3,670.10"
03-10-2024,"3,674.95"
01-10-2024,"3,775.95"
30-09-2024,"3,823.95"
27-09-2024,"3,816.70"
26-09-2024,"3,757.55"
25-09-2024,"3,737.25"
24-09-2024,"3,784.90"
23-09-2024,"3,820.10"
20-09-2024,"3,797.20"
19-09-2024,"3,780.95"
18-09-2024,"3,725.35"
17-09-2024,"3,767.40"
16-09-2024,"3,740.65"
13-09-2024,"3,767.00"
12-09-2024,"3,764.25"
11-09-2024,"3,711.10"
10-09-2024,"3,727.40"
09-09-2024,"3,684.55"
06-09-2024,"3,695.50"
05-09-2024,"3,722.85"
04-09-2024,"3,607.70"
03-09-2024,"3,621.15"
02-09-2024,"3,587.55"
