Date ,Close 
02-09-2025,"1,253.70"
01-09-2025,"1,279.90"
29-08-2025,"1,260.10"
28-08-2025,"1,259.80"
26-08-2025,"1,263.20"
25-08-2025,"1,283.90"
22-08-2025,"1,277.60"
21-08-2025,"1,276.60"
20-08-2025,"1,245.40"
19-08-2025,"1,244.20"
18-08-2025,"1,262.70"
14-08-2025,"1,260.40"
13-08-2025,"1,253.40"
12-08-2025,"1,220.30"
11-08-2025,"1,219.50"
08-08-2025,"1,211.40"
07-08-2025,"1,200.80"
06-08-2025,"1,196.70"
05-08-2025,"1,214.80"
04-08-2025,"1,225.00"
01-08-2025,"1,220.60"
31-07-2025,"1,270.30"
30-07-2025,"1,292.10"
29-07-2025,"1,299.80"
28-07-2025,"1,287.40"
25-07-2025,"1,277.90"
24-07-2025,"1,265.50"
23-07-2025,"1,247.40"
22-07-2025,"1,240.00"
21-07-2025,"1,259.30"
18-07-2025,"1,257.50"
17-07-2025,"1,263.10"
16-07-2025,"1,259.40"
15-07-2025,"1,260.90"
14-07-2025,"1,250.60"
11-07-2025,"1,254.70"
10-07-2025,"1,262.60"
09-07-2025,"1,269.40"
08-07-2025,"1,283.80"
07-07-2025,"1,310.50"
04-07-2025,"1,307.40"
03-07-2025,"1,291.30"
02-07-2025,"1,270.80"
01-07-2025,"1,276.80"
30-06-2025,"1,283.30"
27-06-2025,"1,301.00"
26-06-2025,"1,321.50"
25-06-2025,"1,341.60"
24-06-2025,"1,337.30"
23-06-2025,"1,317.90"
20-06-2025,"1,325.30"
19-06-2025,"1,326.10"
18-06-2025,"1,313.30"
17-06-2025,"1,318.80"
16-06-2025,"1,346.80"
13-06-2025,"1,362.50"
12-06-2025,"1,362.70"
11-06-2025,"1,351.10"
10-06-2025,"1,348.80"
09-06-2025,"1,319.10"
06-06-2025,"1,320.90"
05-06-2025,"1,290.60"
04-06-2025,"1,251.90"
03-06-2025,"1,248.30"
02-06-2025,"1,247.70"
30-05-2025,"1,251.20"
29-05-2025,"1,248.20"
28-05-2025,"1,242.60"
27-05-2025,"1,243.20"
26-05-2025,"1,240.90"
23-05-2025,"1,230.10"
22-05-2025,"1,222.20"
21-05-2025,"1,224.70"
20-05-2025,"1,224.20"
19-05-2025,"1,219.00"
16-05-2025,"1,230.70"
15-05-2025,"1,236.30"
14-05-2025,"1,220.00"
13-05-2025,"1,207.10"
12-05-2025,"1,195.60"
09-05-2025,"1,155.90"
08-05-2025,"1,148.00"
07-05-2025,"1,160.70"
06-05-2025,"1,160.40"
05-05-2025,"1,171.30"
02-05-2025,"1,182.90"
30-04-2025,"1,183.90"
29-04-2025,"1,176.00"
28-04-2025,"1,198.70"
