Date ,Close 
02-09-2025,"5,243.50"
01-09-2025,"5,197.00"
29-08-2025,"5,133.50"
28-08-2025,"5,123.00"
26-08-2025,"5,165.50"
25-08-2025,"5,293.00"
22-08-2025,"5,224.50"
21-08-2025,"5,235.00"
20-08-2025,"5,180.50"
19-08-2025,"5,111.00"
18-08-2025,"5,089.50"
14-08-2025,"5,108.00"
13-08-2025,"5,114.50"
12-08-2025,"5,107.00"
11-08-2025,"5,066.50"
08-08-2025,"5,012.00"
07-08-2025,"5,037.50"
06-08-2025,"5,035.50"
05-08-2025,"5,131.50"
04-08-2025,"5,089.00"
01-08-2025,"5,017.50"
31-07-2025,"5,106.00"
30-07-2025,"5,139.50"
29-07-2025,"5,056.50"
28-07-2025,"5,047.00"
25-07-2025,"5,096.00"
24-07-2025,"5,206.00"
23-07-2025,"5,298.00"
22-07-2025,"5,175.50"
21-07-2025,"5,154.00"
18-07-2025,"5,124.00"
17-07-2025,"5,194.50"
16-07-2025,"5,327.00"
15-07-2025,"5,250.50"
14-07-2025,"5,158.00"
11-07-2025,"5,206.00"
10-07-2025,"5,320.00"
09-07-2025,"5,329.50"
08-07-2025,"5,369.00"
07-07-2025,"5,350.00"
04-07-2025,"5,316.00"
03-07-2025,"5,324.50"
02-07-2025,"5,304.50"
01-07-2025,"5,304.00"
30-06-2025,"5,317.00"
27-06-2025,"5,293.00"
26-06-2025,"5,373.00"
25-06-2025,"5,436.00"
24-06-2025,"5,336.50"
23-06-2025,"5,327.50"
20-06-2025,"5,376.50"
19-06-2025,"5,368.00"
18-06-2025,"5,450.50"
17-06-2025,"5,514.50"
16-06-2025,"5,449.50"
13-06-2025,"5,429.00"
12-06-2025,"5,415.00"
11-06-2025,"5,394.00"
10-06-2025,"5,385.00"
09-06-2025,"5,258.00"
06-06-2025,"5,204.00"
05-06-2025,"5,181.50"
04-06-2025,"5,153.00"
03-06-2025,"5,061.00"
02-06-2025,"5,072.50"
30-05-2025,"5,068.90"
29-05-2025,"5,128.20"
28-05-2025,"5,099.30"
27-05-2025,"5,107.70"
26-05-2025,"5,111.60"
23-05-2025,"5,045.80"
22-05-2025,"5,023.20"
21-05-2025,"5,033.80"
20-05-2025,"5,015.40"
19-05-2025,"5,020.10"
16-05-2025,"5,047.80"
15-05-2025,"5,033.90"
14-05-2025,"5,034.20"
13-05-2025,"4,919.50"
12-05-2025,"4,940.40"
09-05-2025,"4,621.60"
08-05-2025,"4,600.20"
07-05-2025,"4,559.10"
06-05-2025,"4,536.60"
05-05-2025,"4,621.20"
02-05-2025,"4,579.90"
30-04-2025,"4,586.50"
29-04-2025,"4,598.10"
28-04-2025,"4,486.70"
25-04-2025,"4,498.30"
24-04-2025,"4,533.80"
23-04-2025,"4,536.70"
22-04-2025,"4,320.40"
21-04-2025,"4,297.40"
17-04-2025,"4,191.90"
16-04-2025,"4,276.30"
15-04-2025,"4,317.60"
11-04-2025,"4,240.80"
09-04-2025,"4,107.85"
08-04-2025,"4,175.85"
07-04-2025,"4,057.15"
04-04-2025,"4,136.25"
03-04-2025,"4,341.95"
02-04-2025,"4,499.90"
01-04-2025,"4,426.60"
28-03-2025,"4,491.35"
27-03-2025,"4,655.90"
26-03-2025,"4,619.75"
25-03-2025,"4,606.40"
24-03-2025,"4,620.40"
21-03-2025,"4,520.25"
20-03-2025,"4,421.15"
19-03-2025,"4,365.45"
18-03-2025,"4,445.55"
17-03-2025,"4,359.80"
13-03-2025,"4,467.05"
12-03-2025,"4,485.90"
11-03-2025,"4,654.45"
10-03-2025,"4,670.95"
07-03-2025,"4,721.95"
06-03-2025,"4,823.10"
05-03-2025,"4,773.50"
04-03-2025,"4,685.00"
03-03-2025,"4,834.20"
28-02-2025,"4,665.95"
27-02-2025,"4,878.60"
25-02-2025,"4,963.20"
24-02-2025,"5,047.45"
21-02-2025,"5,298.50"
20-02-2025,"5,395.25"
19-02-2025,"5,470.10"
18-02-2025,"5,668.60"
17-02-2025,"5,472.60"
